company,links,address,telephone,email,open,description,contacts,Cod_Fiscal,product_service,key_words,activity,service_area,opening_hours,payment_method,company_logo,photo_and_vid_gallary
CRONOS CONSULTING SRL,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4524919/CRONOS+CONSULTING+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EVOL CONSULT S.R.L.,https://www.paginiaurii.ro//companii/ODORHEIU+SECUIESC/L4475576/EVOL+CONSULT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ŢIBULCĂ CONSULT S.R.L.,https://www.paginiaurii.ro//companii/BR%C4%82ILA/L4310151/%C5%A2IBULC%C4%82+CONSULT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PALLADI DACIAN,https://www.paginiaurii.ro//companii/ORADEA/L4343799/PALLADI+DACIAN/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FINANCIAL PROJECT GROUP SRL,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4510691/FINANCIAL+PROJECT+GROUP+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
TEAM CONSULTING,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4441118/TEAM+CONSULTING/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
OLT COMIND S.R.L.,https://www.paginiaurii.ro//companii/SLATINA/L4418273/OLT+COMIND+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PRIMEX S.R.L.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4474918/PRIMEX+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
ELMATRA SRL,https://www.paginiaurii.ro//companii/PIATRA+NEAM%C5%A2/L4377122/ELMATRA+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CONSULTANŢĂ GENERALĂ RO-IT S.R.L.,https://www.paginiaurii.ro//companii/CRAIOVA/L4492906/CONSULTAN%C5%A2%C4%82+GENERAL%C4%82+RO-IT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
UNIVERSUM CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/T%C3%82RGU+MURE%C5%9E/L4345348/UNIVERSUM+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DLM PHARMA CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/PLOIE%C5%9ETI/L4523253/DLM+PHARMA+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
QUALITY SYSTEMS CONTROL,https://www.paginiaurii.ro//companii/C%C3%82MPULUNG/L4519585/QUALITY+SYSTEMS+CONTROL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
EURO TRADING&CONSULTING IMPORT EXPORT S.R.L.,https://www.paginiaurii.ro//companii/SATU+MARE/L4440264/EURO+TRADING%26CONSULTING+IMPORT+EXPORT+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
PUBLIK CONSULTING,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4471828/PUBLIK+CONSULTING/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
CONSULTIM SA,https://www.paginiaurii.ro//companii/TIMI%C5%9EOARA/L4324711/CONSULTIM+SA/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
MORASSI CONSULTING S.R.L.,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4308699/MORASSI+CONSULTING+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
BRIGHTWAY,https://www.paginiaurii.ro//companii/BUCURE%C5%9ETI/L4491429/BRIGHTWAY/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
VINCULUM CONSULTING SRL,"https://www.paginiaurii.ro//companii/5,+BUCURE%C5%9ETI/L4368960/VINCULUM+CONSULTING+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
I & T VISSION S.R.L.,https://www.paginiaurii.ro//companii/IA%C5%9EI/L5507040/I+%26+T+VISSION+S.R.L./,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
TAIWAN TRADE CENTER SRL,"https://www.paginiaurii.ro//companii/1,+BUCURE%C5%9ETI/L4446027/TAIWAN+TRADE+CENTER+SRL/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
I.F. BOTOS FERENC,https://www.paginiaurii.ro//companii/SATU+MARE/L4452115/I.F.+BOTOS+FERENC/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
DIPLOMAT BUSSINES CENTER,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4340515/DIPLOMAT+BUSSINES+CENTER/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
POINT CONSULTING,"https://www.paginiaurii.ro//companii/Sector+1,+BUCURE%C5%9ETI/L4394950/POINT+CONSULTING/","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FONDUL NAŢIONAL DE GARANTARE A CREDITELOR PT. IMM-URI,https://www.paginiaurii.ro//companii/SIBIU/L4461248/FONDUL+NA%C5%A2IONAL+DE+GARANTARE+A+CREDITELOR+PT.+IMM-URI/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
VMB PARTNERS S.A.,"https://www.paginiaurii.ro//companii/Sector+2,+BUCURE%C5%9ETI/L4509751/VMB+PARTNERS+S.A./","BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FONDUL NAŢIONAL DE GARANTARE A CREDITELOR PT. IMM-URI,https://www.paginiaurii.ro//companii/IA%C5%9EI/L4445460/FONDUL+NA%C5%A2IONAL+DE+GARANTARE+A+CREDITELOR+PT.+IMM-URI/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
OLDEN SERV CONSULT SRL,https://www.paginiaurii.ro//companii/ORADEA/L4436981/OLDEN+SERV+CONSULT+SRL/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
FONDUL NAŢIONAL DE GARANTARE A CREDITELOR PT. IMM-URI,https://www.paginiaurii.ro//companii/CONSTAN%C5%A2A/L4481082/FONDUL+NA%C5%A2IONAL+DE+GARANTARE+A+CREDITELOR+PT.+IMM-URI/,"BD. CAROL I, Nr.26-28, Et. P, IAŞI, Cod Postal 700505, Jud. IAŞI",0232-221 500, ,<built-in function open>,"Descriere:
INFORMATII FINANCIARE ŞI FISCALESTATUS LA DATA 31/12/2015: FuncţiuneCOD FISCAL: 22146644NUMĂR DE ÎNREGISTRARE: J22/2098/2007FORMA LEGALA: SRLCOD CAEN:7022- ACTIVITĂŢI DE CONSULTANŢĂ PENTRU AFACERI SI MANAGEMENTDATA ÎNCEPERII ACTIVITĂŢII: 20/07/2007NUMAR ANGAJATI LA DATA 31/12/2015: 10CAPITALUL SUBSCRIS: 202020 RONCIFRA DE AFACERI LA DATA 31/12/2015: 1077896 RON PROFIT LA DATA 31/12/2015: 19132 RON", ,22146644, , ,Consultanţă în afaceri şi finanţe, , , , , 
